index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,gender_keywords,gender_reasoning,continent_keywords,continent_reasoning,raw_model_response
2769,Only U,Chihiro,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2770,Move On,Crystal Kay,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2771,Plain,Hitomi,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2772,Rindu Belaian,Anuar Zain,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2773,Haer Et Einav,The Idan Raichel Project,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2774,Silly Bitch In Love,Olivia,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2775,Tornado (Inside),Kahimi Karie,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2776,Understanding,Hitomi,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2777,Jab Se Tere Naina,Shaan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2778,Bird On The Wire,Esther Ofarim,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2779,Ipagpatawad Mo,Daniel Padilla,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2780,Senden Uzakta,Ajda Pekkan,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2781,Tonight,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2782,Sayang Naman,Nina,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2783,Growing Up,Gary Valenciano,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2784,Sunn Raha Hai,Ankit Tiwari,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2785,Take It Outside,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2786,Love Paradox,Leah Dizon,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2787,Too Painful,Noa,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2788,Know It,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2789,NEVER GIVE UP!,Kylee,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2790,Nagada Sang Dhol,Shreya Ghoshal,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2791,Kinabukasan,Freddie Aguilar,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2792,Permission,Yuna,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2793,Sunny Day,Geva Alon,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2794,Uykusuz Her Gece,Teoman,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2795,Patah Hati,Siti Nurhaliza,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2796,South Orange,Minmi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2797,Only You,Lea Salonga,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2798,Jaa Jaa Jaa Bewafa,Geeta Dutt,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2799,I Love You So,Toni Gonzaga,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2800,Dum Tek Tek,Hadise,female,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2801,Tere Bina Zindagi Se,Lata Mangeshkar,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2802,Honey Glue,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2803,Love Song,Chihiro,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2804,Kavga,Volkan Konak,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2805,Bedenim Senin Oldu,Hande Yener,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2806,Do You Crash?,Bonnie Pink,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2807,I Wish I Had Never Met You,Inoran,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2808,For You,Azu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2809,Space,Noa,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2810,Sky High,Lia,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2811,Masih Ada Waktu,Ebiet G. Ade,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2812,Kung Mawawala Ka,Ogie Alcasid,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2813,Jealous,Nina,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2814,Learn,Geva Alon,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2815,Crazy You,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2816,A Fantastic Moment,Kahimi Karie,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2817,He Shoots The Sun,Kahimi Karie,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2818,Help Me Out,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2819,Bazen,Nev,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2820,Last Song,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2821,That Grassy Hill Of Mine,Geva Alon,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2822,Gerisi Hikaye,Ajda Pekkan,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2823,Missin' U Baby,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2824,Maskeli Balo,Sagopa Kajmer,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2825,Med Cezir,Ceza,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2826,Di Ba,Nina,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2827,Melekler,Hayko Cepkin,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2828,Pulangkan,Misha Omar,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2829,Nian Di Hati,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2830,Heyyamola,Haluk Levent,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2831,After Party,Zeebra,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2832,Lupe,Kotoko,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2833,Cyclamen,Asaf Avidan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2834,Yarasa,Hande Yener,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2835,Direniyorum,Rafet El Roman,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2836,Movin' On,Bonnie Pink,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2837,Papa Kehte Hain,Udit Narayan,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2838,Diari Hatimu,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2839,September Madham,A. R. Rahman,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2840,Nenni,Haluk Levent,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2841,Tuwing Pasko,Freddie Aguilar,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2842,Good Morning Sue,Crystal Kay,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2843,CANDY GIRL,Hitomi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2844,U+K,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2845,Rain,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2846,Lovefool,Olivia Ong,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2847,Menjunjung Asmara,Liza Hanim,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2848,Jangan Pergi,Kris Dayanti,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2849,Dear Angel (English Version),Olivia,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2850,Japanese girl,Hitomi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2851,May Isa Pa... (Nagmamahal Sa Iyo),Aiza Seguerra,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2852,I Wanna Little Love,Lea Salonga,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2853,My-Les,Kotoko,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2854,Menajer,Sezen Aksu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2855,Obat Awet Muda,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2856,Mr. Schubert I Love You,Mike Brant,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2857,Isang Lahi,Regine Velasquez,female,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2858,Malaguena,Mike Brant,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2859,O Gujariya,Shefali Alvares,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2860,Kimbilir Kim,Mustafa Sandal,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2861,Thanksgiving Waves,Eef Barzelay,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2862,Superfriends,Zhu,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2863,Sen Yoluna Ben Yoluma,Hande Yener,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2864,Just Breathe,Kylee,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2865,Lost In A Paris Nightclub,Kahimi Karie,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2866,Bedtime Story,Bonnie Pink,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2867,Carefully,Noa,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2868,Blue Touches Blue,Noa,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2869,Yine Geldi Sonbahar,Cem Adrian,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2870,Qui Saura,Mike Brant,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2871,My Name Is Trouble,Keren Ann,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2872,Magmahal Muli,Sam Milby,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2873,Merpati Putih,Chrisye,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2874,Kimdi?,Tarkan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2875,Wish,Donna Cruz,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2876,Madari,Vishal Dadlani,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2877,Now And Future,LiSA,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2878,Command+S,Kotoko,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2879,One Girl,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2880,Tanging Mahal,Regine Velasquez,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2881,Chale Chalo,A. R. Rahman,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2882,Gaddar,Erkin Koray,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2883,Manusia Setengah Dewa,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2884,Frosty The Snowman,Zee Avi,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2885,Jhumroo: Main Hoon Jhoom Jhoom Jhumroo,Kishore Kumar,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2886,Blaze It Up,Mondo Grosso,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2887,Fairy Land,Lia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2888,Just For Tonight,Jackie Chan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2889,You Make My Day!,Yuria,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2890,Elastic Girl,Kahimi Karie,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2891,Turn Off The Lights,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2892,Wait For Me,Jackie Chan,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2893,Sisikat Din Ako,Daniel Padilla,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2894,Cube,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2895,For You And I,Keren Ann,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2896,I Still Wonder,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2897,Arka Mahalle,Ahmet Kaya,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2898,Mr. Deadma,Sarah Geronimo,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2899,Etki Tepki,Sagopa Kajmer,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2900,Ebedi Sevgili,Rafet El Roman,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2901,Mektup,Haluk Levent,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2902,Light Of A Million Mornings,Sarah Geronimo,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2903,Pinakamamahal,Aiza Seguerra,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2904,I Remember The Boy,Lea Salonga,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2905,Outta This,Rico Blanco,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2906,Metaphors,Kahimi Karie,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2907,Sometimes When We Touch,Olivia Ong,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2908,Once Upon A Star,Minmi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2909,Pangarap Ko Ang Ibigin Ka,Sarah Geronimo,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2910,Beatbop,Saori@destiny,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2911,Wish,Olivia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2912,Calling Down,Inoran,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2913,Ang Tangi Kong Kasama,Christian Bautista,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2914,How Did You Know,Gary Valenciano,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2915,White Eyes,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2916,Magic,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2917,Gather 'Round,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2918,Let Us Be Naked,Eef Barzelay,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2919,You Got Me Up,Paolo Santos,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2920,Kahpe,Demir Demirkan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2921,Boomerang,Yonca Evcimik,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2922,Ya Sonra,Ajda Pekkan,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2923,Barang Yang Lepas Jangan Di Kenang,Liza Hanim,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2924,Kisah Cintaku,Chrisye,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2925,Hate,Borgore,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2926,"Love, Love, Love",Sam Concepcion,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2927,So Sexy,Olivia,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2928,Kalmadi,Mustafa Sandal,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2929,Are Yu Ready,Minmi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2930,Git,Sezen Aksu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2931,Zor Mu?,Deniz Seki,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2932,Blu-bird,Keiichi Okabe,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2933,The Castle,Love,female,asia,wasabi,,South America,,,,,CONTINENT: South America
2934,Erkin Koray Meyhanede,Erkin Koray,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2935,Funny Dream,Rie Fu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2936,Hayat Arabamla 2005 Mil,Sagopa Kajmer,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2937,Happiness,Lea Salonga,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2938,Goodbye,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2939,Abalony,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2940,Yang Terlupakan,Iwan Fals,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2941,Body And Soul,Borgore,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2942,You,Erik Santos,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2943,Mi Acaba,Sertab Erener,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2944,Paralyzed,Agnes Monica,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2945,Tinta,Gloc-9,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2946,On The Wings Of Love,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2947,New Music MacHine,Cornelius,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2948,COSMIC WORLD (Intro),Hitomi,female,asia,wasabi,,Oceania,,,,,CONTINENT: Oceania
2949,Staying With You All My Life,Jackie Chan,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2950,Color Of Your Spoon,Olivia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2951,Betcha Neva,Tata Young,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2952,Satu Cinta Dua Jiwa,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2953,Remember My Name,Yuna,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2954,Where Did Our Love Go,Susan Wong,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2955,Kanlungan,Noel Cabangon,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2956,Kendim Ettim Kendim Buldum,Cem Karaca,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2957,Until I Say,Rie Fu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2958,Sit In The Sun,Keren Ann,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2959,Fish Scratch Fever,Hide,male,asia,wasabi,,Oceania,,,,,CONTINENT: Oceania
2960,Seni Seveni Sev,Deniz Seki,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2961,Come Rain Come Shine,Tata Young,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2962,fact,Hitomi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2963,Time Of Love,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2964,Locked Up,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2965,On The Low,Burna Boy,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2966,Adore You,Richie Benson,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2967,Madan - Exotic Disco Mix,Salif Keita,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2968,Show & Tell (feat. Future),Burna Boy,male,africa,spotify,,North America,,,,,CONTINENT: North America
2969,Ye,Burna Boy,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2970,Kukere,Iyanya,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2971,Joro,WizKid,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2972,Lady,Rema,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2973,"Take Yours, I'll Take Mine",Matthew Mole,male,africa,spotify,,Europe,,,,,CONTINENT: Europe
2974,Omo,Burna Boy,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2975,Afro Beat Blues (Feat. Ojah),Hugh Masekela,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2976,I Wanna Love You,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2977,Giddem,Burna Boy,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2978,Gangsta Bop,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2979,Long Gone,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2980,Como No (feat. Becky G),Akon,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2981,Collateral Damage,Burna Boy,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2982,Keep Up,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2983,Angel,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2984,Save Me - Radio Edit,Timo Odv,male,africa,spotify,,North America,,,,,CONTINENT: North America
2985,Ma Lo,Tiwa Savage,female,africa,spotify,,Africa,,,,,CONTINENT: Africa
2986,Tony Montana,Mr Eazi,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2987,More Life,Burna Boy,male,africa,spotify,,Africa,,,,,CONTINENT: Africa
2988,Still a Survivor,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2989,Searchin for Love,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2990,Give It to Em,Akon,male,africa,spotify,,North America,,,,,CONTINENT: North America
2991,Tamiditine,Bombino,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
2992,Ti Amo,Howard Carpendale,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
2993,Miss Nicole,Koffi Olomide,female,africa,wasabi,,Africa,,,,,CONTINENT: Africa
2994,Unknown Soldier,Fela Kuti,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
2995,Slaap Zacht,Stef Bos,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
2996,Jy Soen My Nie Meer Nie,Lianie May,female,africa,wasabi,,Europe,,,,,CONTINENT: Europe
2997,Milk,Chris Letcher,male,africa,wasabi,,North America,,,,,CONTINENT: North America
2998,Everything I Touch,Nicholis Louw,male,africa,wasabi,,North America,,,,,CONTINENT: North America
2999,Ma Lkit,Emel Mathlouthi,female,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3000,Ooit Op Een Dag,Stef Bos,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3001,Icala,Miriam Makeba,female,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3002,Crying,Nicholis Louw,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3003,Le Chemin,Amine,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3004,Functional,Keziah Jones,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3005,Vodka En OJ,Bok Van Blerk,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3006,Win,Amine,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3007,Ahulakamine Hulan,Bombino,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3008,When Stars Collide,Andy Allo,female,africa,wasabi,,North America,,,,,CONTINENT: North America
3009,Suikerbossie,Stef Bos,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3010,Starfall,DJ Fresh,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3011,Die Kind,Piet Botha,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3012,Angel In Your Eyes,Nicholis Louw,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3013,O Sen Sen Sen,Richard Bona,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3014,Marilyn Monroe,Piet Botha,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3015,Het Laatste Woord,Stef Bos,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3016,Eksie Ou,Jack Parow,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3017,Soweto Blues,Miriam Makeba,female,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3018,Seydou,Salif Keita,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3019,Samen Staan We Sterk,Stef Bos,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3020,Soldier,Lucky Dube,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3021,Playa Blanca,Afric Simone,male,africa,wasabi,,Oceania,,,,,CONTINENT: Oceania
3022,Kleintyd Verby,Coenie De Villiers,male,africa,wasabi,,Asia,,,,,CONTINENT: Asia
3023,Good Name,William Onyeabor,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3024,Miss Melody -,Akon,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3025,So Waai Die Wind,Bok Van Blerk,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
3026,Family Ties,Lucky Dube,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3027,Lenteblomme,Bok Van Blerk,male,africa,wasabi,,North America,,,,,CONTINENT: North America
3028,Alleen Voor Jou,Stef Bos,male,africa,wasabi,,Europe,,,,,CONTINENT: Europe
3029,Kube,Lebo M,male,africa,wasabi,,Africa,,,,,CONTINENT: Africa
