index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
2571,Far As The Sky,Charice,female,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic themes, declarations of love, and a desire for connection. The language is generally poetic and uses metaphors (e.g., 'golden ocean smiles,' 'shining lights'). The consistent use of 'I' and expressions of devotion suggest a male perspective. The vocabulary leans toward the formal side, but with some informal phrasing. The overall tone is hopeful and reassuring, indicating North American influences in its sentimentality.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",8,9,1,1,1,2,1,3,4,1,6,1,8,6,2,7,1,2,1,3
2572,Karar Vermek Zor,Ahmet Kaya,male,asia,wasabi,Male,Unknown,"The lyrics depict a narrative of conflict, loss, and internal struggle, heavily featuring violence and familial bonds. The repeated questioning of life and death suggests significant emotional turmoil and uncertainty. The references to specific locations (Malatya, Beyler Deresi) and names (Ilker) indicate a cultural context that isn't immediately recognizable as North American or European, pointing towards an origin in Asia or potentially another region. The language is somewhat formal but also contains elements of direct, assertive expression, suggesting a male artist.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 9, 'politics_religion': 1, 'success_money': 1, 'family': 7, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 7, 'second_person': 1, 'third_person': 6, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 8}",8,1,1,9,1,1,7,3,4,1,3,2,7,1,6,4,6,1,6,8
2573,Bakit Ngayon Ka Lang,Ogie Alcasid,male,asia,wasabi,Female,North America,"The lyrics heavily focus on romantic longing, heartbreak, and questioning a new relationship while dealing with a past one. The frequent use of 'I' and 'you' highlights a personal and relational narrative. The emotional tone is predominantly uncertain and questioning, suggesting a female perspective grappling with complex feelings. The language is relatively formal, lacking slang or explicit content. The theme revolves around a romantic dilemma, characteristic of many female-led pop or ballad styles.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 1}",8,9,1,1,1,1,1,3,4,1,3,3,8,6,3,3,7,1,2,1
2574,Dhoom Dhoom,Tata Young,female,asia,wasabi,Male,North America,"The lyrics heavily feature party/club themes ('Dhoom', 'dance with me', 'let's get down'), romantic and sensual language ('feel that burnin', 'lovin', 'make you sweat'), and a generally energetic, confident tone. Slang is present, but not dominant. The repetition and simple phrasing suggest a modern pop or dance style common in North America, often performed by male artists.","{'emotions': 8, 'romance_topics': 7, 'party_club': 9, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 5, 'second_person': 6, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 4}",8,7,9,1,1,2,1,7,1,3,6,1,5,6,1,7,1,1,2,4
2575,Intro Ni Mike Swift,Gloc-9,male,asia,wasabi,Male,Asia,"The lyrics feature strong emotional turmoil (anger, frustration), violent imagery, and frequent slang. References to Filipino figures like Fernando Poe and Totoy Bato strongly suggest an Asian origin, specifically the Philippines. The prevalence of 'I' and 'you' indicates a direct, conversational style. The aggressive tone and use of profanity point to a male artist.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 7, 'politics_religion': 3, 'success_money': 4, 'family': 1, 'slang_usage': 8, 'formal_language': 3, 'profanity': 6, 'intensifiers': 4, 'hedges': 5, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 3, 'aggression_toxicity': 7, 'cultural_references': 8}",7,2,1,7,3,4,1,8,3,6,4,5,8,6,4,5,6,3,7,8
2576,Leyli,Sagopa Kajmer,male,asia,wasabi,Male,North America,"The lyrics heavily feature romantic longing and heartbreak ('Longing for Rayihana,' 'my fondibi is the curse of my head'). There's a dark, violent undercurrent ('he strikes, he beats,' 'my execution,' 'destruction'). First-person perspective dominates. Slang and informal language are present. The themes of love, loss, and potential violence suggest a male artist from North America, given the style and language.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 5, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 4, 'intensifiers': 4, 'hedges': 3, 'first_person': 9, 'second_person': 4, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 4}",8,9,1,5,1,2,1,7,3,4,4,3,9,4,4,4,5,1,4,4
2577,Ayah Aku Mohon Maaf,Ebiet G. Ade,male,asia,wasabi,Male,Asia,"The lyrics heavily focus on familial love, loss, and spiritual reflection, particularly within a religious context (references to prayer, prostration, and divine guidance). The formal language and respectful tone suggest an Asian cultural influence, and the frequent use of 'I' indicates a personal and introspective narrative.","{'emotions': 9, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 7, 'success_money': 1, 'family': 10, 'slang_usage': 2, 'formal_language': 6, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 2, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 8, 'aggression_toxicity': 1, 'cultural_references': 8}",9,3,1,1,7,1,10,2,6,1,4,3,8,2,3,4,6,8,1,8
2578,Neler Neler,Mustafa Sandal,male,asia,wasabi,Male,North America,"The lyrics heavily feature themes of lost love, regret, and broken promises ('my love', 'regretting', 'not keeping them'). The frequent use of 'you' suggests direct address within a romantic context. The first-person perspective is dominant. The language is somewhat informal, with some slang-like phrasing, but not overtly aggressive or explicit. The tone conveys a sense of sadness and introspection, typical of male artists in the North American region.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2579,Pani Da Rang (Male),Ayushmann Khurrana,male,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and loss, using repetitive phrases to emphasize the speaker's emotional distress. The language is relatively simple and direct, lacking slang or complex vocabulary. The frequent use of 'I' and direct address ('you') indicate a personal and intimate narrative. The absence of references to external themes like politics, success, or partying points towards a focus on internal emotional states.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 5, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,3,3,1,3,1,10,5,1,4,2,1,1,2
2580,Rainbow,Sowelu,female,asia,wasabi,Male,Asia,"The lyrics heavily focus on romantic connection and shared emotional experiences, featuring themes of hope and perseverance through difficult times. The presence of Japanese phrases indicates an Asian influence. The tone is generally hopeful and reassuring, suggesting a male artist with a focus on heartfelt lyrics.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 7, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 7}",8,9,1,1,1,2,1,3,4,1,4,3,7,6,4,5,3,2,1,7
2581,Mint,Olivia,female,asia,wasabi,Male,North America,"The lyrics convey intense emotional turmoil, with themes of obsession and paranoia. Frequent use of 'I' and repetitive phrasing suggests a deeply personal and anxious narrative. Slang like 'tripping out' points to a modern, informal style. The repetition of 'they' and 'she' indicates a sense of being pursued, leaning towards a violent or threatening atmosphere, although not explicitly. The overall tone is uncertain and anxious, fitting a male perspective dealing with internal struggles.","{'emotions': 8, 'romance_topics': 7, 'party_club': 1, 'violence': 6, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 2, 'third_person': 4, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 2}",8,7,1,6,1,1,1,7,2,2,4,1,10,2,4,3,7,1,5,2
2582,Pagdating Ng Panahon,Aiza Seguerra,female,asia,wasabi,Female,North America,"The lyrics heavily focus on unrequited love and longing, exhibiting high emotional intensity and romantic themes. The consistent use of 'maybe' and 'hoping' demonstrates significant doubt and uncertainty. The language is simple and lacks slang or cultural references, suggesting a more general, heartfelt expression. The artist is likely female due to the vulnerable and yearning tone.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 7, 'first_person': 8, 'second_person': 7, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 1}",9,10,1,1,1,1,1,3,3,1,3,7,8,7,2,3,8,2,1,1
2583,Gayuma,Abra,male,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic feelings and declarations of love, using metaphors and imagery related to fate and longing. There's a slight element of doubt and uncertainty expressed. Slang is present, but not dominant. The overall tone suggests a North American male artist.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 4, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,2,1,5,3,1,4,4,8,6,4,5,5,1,1,2
2584,You Must Learn All Night Long,Fantastic Plastic Machine,male,asia,wasabi,Male,North America,"The lyrics heavily feature romantic themes ('sweety groovy chick', 'love dynamite'), direct address to the listener ('Hey you!'), and expressions of desire and acceptance. The slang usage ('boss', 'melting in my pot') and repetition suggest a North American origin, likely male due to the assertive and playful tone.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2585,Elveda,Sezen Aksu,female,asia,wasabi,Male,North America,"The lyrics heavily focus on heartbreak, loss, and regret within a romantic relationship. Frequent use of 'I' and direct questions to 'you' indicate a personal, emotional narrative. The language is relatively straightforward, lacking slang or cultural references, and there's a palpable sense of sadness and questioning. The tone suggests a male artist from North America, given the common themes of romantic loss and the relatively simple language.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 1}",9,10,1,1,1,1,1,3,4,1,3,1,8,6,2,4,5,1,2,1
2586,Sea Of Cloud,Nujabes,male,asia,wasabi,Male,North America,"The lyrics, being produced by Nujabes, suggest a focus on introspective themes and atmospheric soundscapes rather than explicit lyrical content. Emotional depth is present but understated. Romance is minimal. Party/club themes are absent. There's little to no violence, politics, religion, or discussion of success/money. Family is rarely mentioned. Slang is minimal. The language leans towards formal but isn't overly complex. Profanity is absent. Intensifiers and hedges are used sparingly. First and third person perspectives are somewhat balanced, indicating observation and reflection. Confidence is moderate, with a touch of doubt. Politeness and aggression are absent. Cultural references are limited.","{'emotions': 7, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 6, 'second_person': 1, 'third_person': 6, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",7,3,1,1,1,2,1,3,4,1,2,1,6,1,6,4,3,1,1,2
